payout,miles,fuel_cost,net_profit,estimated_minutes,net_hourly_rate,net_dollars_per_mile,hourly_score,mileage_score,profit_score,final_score,flags
10.00,11.0,1.6133,8.3867,32.3000,15.5789,0.7624,2.7895,0.0828,7.9833,2.8919,
10.00,11.5,1.6867,8.3133,33.2000,15.0241,0.7229,2.5120,0.0000,7.8917,2.6910,
10.00,12.0,1.7600,8.2400,34.1000,14.4985,0.6867,2.2493,0.0000,7.8000,2.5196,
10.00,12.5,1.8333,8.1667,34.9000,14.0401,0.6533,2.0201,0.0000,7.7083,2.3683,
10.00,13.0,1.9067,8.0933,35.7000,13.6022,0.6226,1.8011,0.0000,7.6167,2.2232,
10.00,13.5,1.9800,8.0200,36.5000,13.1836,0.5941,1.5918,0.0000,7.5250,2.0838,
10.00,14.0,2.0533,7.9467,37.3000,12.7828,0.5676,1.3914,0.0000,7.4333,1.9499,
10.00,14.5,2.1267,7.8733,38.1000,12.3990,0.5430,1.1995,0.0000,7.3417,1.8209,
10.00,15.0,2.2000,7.8000,38.9000,12.0308,0.5200,1.0154,0.0000,7.2500,1.6968,
10.00,15.5,2.2733,7.7267,39.7000,11.6776,0.4985,0.8388,0.0000,7.1583,1.5770,
10.00,16.0,2.3467,7.6533,40.5000,11.3383,0.4783,0.6691,0.0000,7.0667,1.4615,
10.00,16.5,2.4200,7.5800,41.3000,11.0121,0.4594,0.5061,0.0000,6.9750,1.3499,
10.00,17.0,2.4933,7.5067,42.1000,10.6983,0.4416,0.3492,0.0000,6.8833,1.2420,
10.00,17.5,2.5667,7.4333,42.9000,10.3963,0.4248,0.1981,0.0000,6.7917,1.1376,
10.00,18.0,2.6400,7.3600,43.7000,10.1053,0.4089,0.0526,0.0000,6.7000,1.0366,
10.00,18.5,2.7133,7.2867,44.5000,9.8247,0.3939,0.0000,0.0000,6.6083,0.9912,
10.00,19.0,2.7867,7.2133,45.3000,9.5541,0.3796,0.0000,0.0000,6.5167,0.9775,
10.00,19.5,2.8600,7.1400,46.1000,9.2928,0.3662,0.0000,0.0000,6.4250,0.9637,
10.00,20.0,2.9333,7.0667,46.9000,9.0405,0.3533,0.0000,0.0000,6.3333,0.9500,
10.50,0.5,0.0733,10.4267,8.0000,78.2000,20.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
10.50,1.0,0.1467,10.3533,9.5000,65.3895,10.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
10.50,1.5,0.2200,10.2800,11.0000,56.0727,6.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
10.50,2.0,0.2933,10.2067,12.5000,48.9920,5.1033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
10.50,2.5,0.3667,10.1333,13.8000,44.0580,4.0533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
10.50,3.0,0.4400,10.0600,15.1000,39.9735,3.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
10.50,3.5,0.5133,9.9867,16.4000,36.5366,2.8533,10.0000,10.0000,9.9833,9.9975,SCORE_SATURATED_AT_10
10.50,4.0,0.5867,9.9133,17.7000,33.6045,2.4783,10.0000,10.0000,9.8917,9.9838,SCORE_SATURATED_AT_10
10.50,4.5,0.6600,9.8400,19.0000,31.0737,2.1867,10.0000,9.5778,9.8000,9.8644,
10.50,5.0,0.7333,9.7667,20.3000,28.8670,1.9533,9.4335,8.0222,9.7083,9.1219,
10.50,5.5,0.8067,9.6933,21.4000,27.1776,1.7624,8.5888,6.7495,9.6167,8.2831,
10.50,6.0,0.8800,9.6200,22.5000,25.6533,1.6033,7.8267,5.6889,9.5250,7.5470,
10.50,6.5,0.9533,9.5467,23.6000,24.2712,1.4687,7.1356,4.7915,9.4333,6.8942,
10.50,7.0,1.0267,9.4733,24.7000,23.0121,1.3533,6.5061,4.0222,9.3417,6.3104,
10.50,7.5,1.1000,9.4000,25.8000,21.8605,1.2533,5.9302,3.3556,9.2500,5.7845,
10.50,8.0,1.1733,9.3267,26.9000,20.8030,1.1658,5.4015,2.7722,9.1583,5.3077,
10.50,8.5,1.2467,9.2533,27.8000,19.9712,1.0886,4.9856,2.2575,9.0667,4.9157,
10.50,9.0,1.3200,9.1800,28.7000,19.1916,1.0200,4.5958,1.8000,8.9750,4.5537,
10.50,9.5,1.3933,9.1067,29.6000,18.4595,0.9586,4.2297,1.3906,8.8833,4.2180,
10.50,10.0,1.4667,9.0333,30.5000,17.7705,0.9033,3.8852,1.0222,8.7917,3.9055,
10.50,10.5,1.5400,8.9600,31.4000,17.1210,0.8533,3.5605,0.6889,8.7000,3.6135,
10.50,11.0,1.6133,8.8867,32.3000,16.5077,0.8079,3.2539,0.3859,8.6083,3.3400,
10.50,11.5,1.6867,8.8133,33.2000,15.9277,0.7664,2.9639,0.1092,8.5167,3.0831,
10.50,12.0,1.7600,8.7400,34.1000,15.3783,0.7283,2.6891,0.0000,8.4250,2.8772,
10.50,12.5,1.8333,8.6667,34.9000,14.8997,0.6933,2.4499,0.0000,8.3333,2.7199,
10.50,13.0,1.9067,8.5933,35.7000,14.4426,0.6610,2.2213,0.0000,8.2417,2.5690,
10.50,13.5,1.9800,8.5200,36.5000,14.0055,0.6311,2.0027,0.0000,8.1500,2.4241,
10.50,14.0,2.0533,8.4467,37.3000,13.5871,0.6033,1.7936,0.0000,8.0583,2.2849,
10.50,14.5,2.1267,8.3733,38.1000,13.1864,0.5775,1.5932,0.0000,7.9667,2.1509,
10.50,15.0,2.2000,8.3000,38.9000,12.8021,0.5533,1.4010,0.0000,7.8750,2.0219,
10.50,15.5,2.2733,8.2267,39.7000,12.4332,0.5308,1.2166,0.0000,7.7833,1.8975,
10.50,16.0,2.3467,8.1533,40.5000,12.0790,0.5096,1.0395,0.0000,7.6917,1.7775,
10.50,16.5,2.4200,8.0800,41.3000,11.7385,0.4897,0.8692,0.0000,7.6000,1.6615,
10.50,17.0,2.4933,8.0067,42.1000,11.4109,0.4710,0.7055,0.0000,7.5083,1.5495,
10.50,17.5,2.5667,7.9333,42.9000,11.0956,0.4533,0.5478,0.0000,7.4167,1.4412,
10.50,18.0,2.6400,7.8600,43.7000,10.7918,0.4367,0.3959,0.0000,7.3250,1.3363,
10.50,18.5,2.7133,7.7867,44.5000,10.4989,0.4209,0.2494,0.0000,7.2333,1.2347,
10.50,19.0,2.7867,7.7133,45.3000,10.2163,0.4060,0.1082,0.0000,7.1417,1.1362,
10.50,19.5,2.8600,7.6400,46.1000,9.9436,0.3918,0.0000,0.0000,7.0500,1.0575,
10.50,20.0,2.9333,7.5667,46.9000,9.6802,0.3783,0.0000,0.0000,6.9583,1.0438,
11.00,0.5,0.0733,10.9267,8.0000,81.9500,21.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.00,1.0,0.1467,10.8533,9.5000,68.5474,10.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.00,1.5,0.2200,10.7800,11.0000,58.8000,7.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.00,2.0,0.2933,10.7067,12.5000,51.3920,5.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.00,2.5,0.3667,10.6333,13.8000,46.2319,4.2533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.00,3.0,0.4400,10.5600,15.1000,41.9603,3.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.00,3.5,0.5133,10.4867,16.4000,38.3659,2.9962,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.00,4.0,0.5867,10.4133,17.7000,35.2994,2.6033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.00,4.5,0.6600,10.3400,19.0000,32.6526,2.2978,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.00,5.0,0.7333,10.2667,20.3000,30.3448,2.0533,10.0000,8.6889,10.0000,9.6722,
11.00,5.5,0.8067,10.1933,21.4000,28.5794,1.8533,9.2897,7.3556,10.0000,8.9127,
11.00,6.0,0.8800,10.1200,22.5000,26.9867,1.6867,8.4933,6.2444,10.0000,8.1571,
11.00,6.5,0.9533,10.0467,23.6000,25.5424,1.5456,7.7712,5.3043,10.0000,7.4888,
11.00,7.0,1.0267,9.9733,24.7000,24.2267,1.4248,7.1134,4.4984,9.9667,6.8876,
11.00,7.5,1.1000,9.9000,25.8000,23.0233,1.3200,6.5116,3.8000,9.8750,6.3382,
11.00,8.0,1.1733,9.8267,26.9000,21.9182,1.2283,5.9591,3.1889,9.7833,5.8402,
11.00,8.5,1.2467,9.7533,27.8000,21.0504,1.1475,5.5252,2.6497,9.6917,5.4313,
11.00,9.0,1.3200,9.6800,28.7000,20.2369,1.0756,5.1185,2.1704,9.6000,5.0537,
11.00,9.5,1.3933,9.6067,29.6000,19.4730,1.0112,4.7365,1.7415,9.5083,4.7035,
11.00,10.0,1.4667,9.5333,30.5000,18.7541,0.9533,4.3770,1.3556,9.4167,4.3776,
11.00,10.5,1.5400,9.4600,31.4000,18.0764,0.9010,4.0382,1.0063,9.3250,4.0733,
11.00,11.0,1.6133,9.3867,32.3000,17.4365,0.8533,3.7183,0.6889,9.2333,3.7882,
11.00,11.5,1.6867,9.3133,33.2000,16.8313,0.8099,3.4157,0.3990,9.1417,3.5204,
11.00,12.0,1.7600,9.2400,34.1000,16.2581,0.7700,3.1290,0.1333,9.0500,3.2683,
11.00,12.5,1.8333,9.1667,34.9000,15.7593,0.7333,2.8797,0.0000,8.9583,3.0715,
11.00,13.0,1.9067,9.0933,35.7000,15.2829,0.6995,2.6415,0.0000,8.8667,2.9149,
11.00,13.5,1.9800,9.0200,36.5000,14.8274,0.6681,2.4137,0.0000,8.7750,2.7645,
11.00,14.0,2.0533,8.9467,37.3000,14.3914,0.6390,2.1957,0.0000,8.6833,2.6199,
11.00,14.5,2.1267,8.8733,38.1000,13.9738,0.6120,1.9869,0.0000,8.5917,2.4809,
11.00,15.0,2.2000,8.8000,38.9000,13.5733,0.5867,1.7866,0.0000,8.5000,2.3470,
11.00,15.5,2.2733,8.7267,39.7000,13.1889,0.5630,1.5945,0.0000,8.4083,2.2179,
11.00,16.0,2.3467,8.6533,40.5000,12.8198,0.5408,1.4099,0.0000,8.3167,2.0934,
11.00,16.5,2.4200,8.5800,41.3000,12.4649,0.5200,1.2324,0.0000,8.2250,1.9732,
11.00,17.0,2.4933,8.5067,42.1000,12.1235,0.5004,1.0618,0.0000,8.1333,1.8571,
11.00,17.5,2.5667,8.4333,42.9000,11.7949,0.4819,0.8974,0.0000,8.0417,1.7447,
11.00,18.0,2.6400,8.3600,43.7000,11.4783,0.4644,0.7391,0.0000,7.9500,1.6360,
11.00,18.5,2.7133,8.2867,44.5000,11.1730,0.4479,0.5865,0.0000,7.8583,1.5307,
11.00,19.0,2.7867,8.2133,45.3000,10.8786,0.4323,0.4393,0.0000,7.7667,1.4286,
11.00,19.5,2.8600,8.1400,46.1000,10.5944,0.4174,0.2972,0.0000,7.6750,1.3296,
11.00,20.0,2.9333,8.0667,46.9000,10.3198,0.4033,0.1599,0.0000,7.5833,1.2334,
11.50,0.5,0.0733,11.4267,8.0000,85.7000,22.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.50,1.0,0.1467,11.3533,9.5000,71.7053,11.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.50,1.5,0.2200,11.2800,11.0000,61.5273,7.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.50,2.0,0.2933,11.2067,12.5000,53.7920,5.6033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.50,2.5,0.3667,11.1333,13.8000,48.4058,4.4533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.50,3.0,0.4400,11.0600,15.1000,43.9470,3.6867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.50,3.5,0.5133,10.9867,16.4000,40.1951,3.1390,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.50,4.0,0.5867,10.9133,17.7000,36.9944,2.7283,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.50,4.5,0.6600,10.8400,19.0000,34.2316,2.4089,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
11.50,5.0,0.7333,10.7667,20.3000,31.8227,2.1533,10.0000,9.3556,10.0000,9.8389,
11.50,5.5,0.8067,10.6933,21.4000,29.9813,1.9442,9.9907,7.9616,10.0000,9.4848,
11.50,6.0,0.8800,10.6200,22.5000,28.3200,1.7700,9.1600,6.8000,10.0000,8.6960,
11.50,6.5,0.9533,10.5467,23.6000,26.8136,1.6226,8.4068,5.8171,10.0000,7.9983,
11.50,7.0,1.0267,10.4733,24.7000,25.4413,1.4962,7.7206,4.9746,10.0000,7.3760,
11.50,7.5,1.1000,10.4000,25.8000,24.1860,1.3867,7.0930,4.2444,10.0000,6.8169,
11.50,8.0,1.1733,10.3267,26.9000,23.0335,1.2908,6.5167,3.6056,10.0000,6.3114,
11.50,8.5,1.2467,10.2533,27.8000,22.1295,1.2063,6.0647,3.0418,10.0000,5.8993,
11.50,9.0,1.3200,10.1800,28.7000,21.2822,1.1311,5.6411,2.5407,10.0000,5.5199,
11.50,9.5,1.3933,10.1067,29.6000,20.4865,1.0639,5.2432,2.0924,10.0000,5.1690,
11.50,10.0,1.4667,10.0333,30.5000,19.7377,1.0033,4.8689,1.6889,10.0000,4.8435,
11.50,10.5,1.5400,9.9600,31.4000,19.0318,0.9486,4.5159,1.3238,9.9500,4.5330,
11.50,11.0,1.6133,9.8867,32.3000,18.3653,0.8988,4.1827,0.9919,9.8583,4.2363,
11.50,11.5,1.6867,9.8133,33.2000,17.7349,0.8533,3.8675,0.6889,9.7667,3.9577,
11.50,12.0,1.7600,9.7400,34.1000,17.1378,0.8117,3.5689,0.4111,9.6750,3.6954,
11.50,12.5,1.8333,9.6667,34.9000,16.6189,0.7733,3.3095,0.1556,9.5833,3.4621,
11.50,13.0,1.9067,9.5933,35.7000,16.1232,0.7379,3.0616,0.0000,9.4917,3.2607,
11.50,13.5,1.9800,9.5200,36.5000,15.6493,0.7052,2.8247,0.0000,9.4000,3.1048,
11.50,14.0,2.0533,9.4467,37.3000,15.1957,0.6748,2.5979,0.0000,9.3083,2.9550,
11.50,14.5,2.1267,9.3733,38.1000,14.7612,0.6464,2.3806,0.0000,9.2167,2.8108,
11.50,15.0,2.2000,9.3000,38.9000,14.3445,0.6200,2.1722,0.0000,9.1250,2.6721,
11.50,15.5,2.2733,9.2267,39.7000,13.9446,0.5953,1.9723,0.0000,9.0333,2.5384,
11.50,16.0,2.3467,9.1533,40.5000,13.5605,0.5721,1.7802,0.0000,8.9417,2.4094,
11.50,16.5,2.4200,9.0800,41.3000,13.1913,0.5503,1.5956,0.0000,8.8500,2.2849,
11.50,17.0,2.4933,9.0067,42.1000,12.8361,0.5298,1.4181,0.0000,8.7583,2.1646,
11.50,17.5,2.5667,8.9333,42.9000,12.4942,0.5105,1.2471,0.0000,8.6667,2.0483,
11.50,18.0,2.6400,8.8600,43.7000,12.1648,0.4922,1.0824,0.0000,8.5750,1.9357,
11.50,18.5,2.7133,8.7867,44.5000,11.8472,0.4750,0.9236,0.0000,8.4833,1.8267,
11.50,19.0,2.7867,8.7133,45.3000,11.5408,0.4586,0.7704,0.0000,8.3917,1.7210,
11.50,19.5,2.8600,8.6400,46.1000,11.2451,0.4431,0.6226,0.0000,8.3000,1.6185,
11.50,20.0,2.9333,8.5667,46.9000,10.9595,0.4283,0.4797,0.0000,8.2083,1.5191,
12.00,0.5,0.0733,11.9267,8.0000,89.4500,23.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.00,1.0,0.1467,11.8533,9.5000,74.8632,11.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.00,1.5,0.2200,11.7800,11.0000,64.2545,7.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.00,2.0,0.2933,11.7067,12.5000,56.1920,5.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.00,2.5,0.3667,11.6333,13.8000,50.5797,4.6533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.00,3.0,0.4400,11.5600,15.1000,45.9338,3.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.00,3.5,0.5133,11.4867,16.4000,42.0244,3.2819,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.00,4.0,0.5867,11.4133,17.7000,38.6893,2.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.00,4.5,0.6600,11.3400,19.0000,35.8105,2.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.00,5.0,0.7333,11.2667,20.3000,33.3005,2.2533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.00,5.5,0.8067,11.1933,21.4000,31.3832,2.0352,10.0000,8.5677,10.0000,9.6419,
12.00,6.0,0.8800,11.1200,22.5000,29.6533,1.8533,9.8267,7.3556,10.0000,9.2349,
12.00,6.5,0.9533,11.0467,23.6000,28.0847,1.6995,9.0424,6.3299,10.0000,8.5079,
12.00,7.0,1.0267,10.9733,24.7000,26.6559,1.5676,8.3279,5.4508,10.0000,7.8595,
12.00,7.5,1.1000,10.9000,25.8000,25.3488,1.4533,7.6744,4.6889,10.0000,7.2769,
12.00,8.0,1.1733,10.8267,26.9000,24.1487,1.3533,7.0743,4.0222,10.0000,6.7502,
12.00,8.5,1.2467,10.7533,27.8000,23.2086,1.2651,6.6043,3.4340,10.0000,6.3211,
12.00,9.0,1.3200,10.6800,28.7000,22.3275,1.1867,6.1638,2.9111,10.0000,5.9260,
12.00,9.5,1.3933,10.6067,29.6000,21.5000,1.1165,5.7500,2.4433,10.0000,5.5608,
12.00,10.0,1.4667,10.5333,30.5000,20.7213,1.0533,5.3607,2.0222,10.0000,5.2219,
12.00,10.5,1.5400,10.4600,31.4000,19.9873,0.9962,4.9936,1.6413,10.0000,4.9065,
12.00,11.0,1.6133,10.3867,32.3000,19.2941,0.9442,4.6471,1.2949,10.0000,4.6120,
12.00,11.5,1.6867,10.3133,33.2000,18.6386,0.8968,4.3193,0.9787,10.0000,4.3363,
12.00,12.0,1.7600,10.2400,34.1000,18.0176,0.8533,4.0088,0.6889,10.0000,4.0775,
12.00,12.5,1.8333,10.1667,34.9000,17.4785,0.8133,3.7393,0.4222,10.0000,3.8491,
12.00,13.0,1.9067,10.0933,35.7000,16.9636,0.7764,3.4818,0.1761,10.0000,3.6331,
12.00,13.5,1.9800,10.0200,36.5000,16.4712,0.7422,3.2356,0.0000,10.0000,3.4414,
12.00,14.0,2.0533,9.9467,37.3000,16.0000,0.7105,3.0000,0.0000,9.9333,3.2900,
12.00,14.5,2.1267,9.8733,38.1000,15.5486,0.6809,2.7743,0.0000,9.8417,3.1408,
12.00,15.0,2.2000,9.8000,38.9000,15.1157,0.6533,2.5578,0.0000,9.7500,2.9972,
12.00,15.5,2.2733,9.7267,39.7000,14.7003,0.6275,2.3501,0.0000,9.6583,2.8588,
12.00,16.0,2.3467,9.6533,40.5000,14.3012,0.6033,2.1506,0.0000,9.5667,2.7254,
12.00,16.5,2.4200,9.5800,41.3000,13.9177,0.5806,1.9588,0.0000,9.4750,2.5966,
12.00,17.0,2.4933,9.5067,42.1000,13.5487,0.5592,1.7743,0.0000,9.3833,2.4721,
12.00,17.5,2.5667,9.4333,42.9000,13.1935,0.5390,1.5967,0.0000,9.2917,2.3518,
12.00,18.0,2.6400,9.3600,43.7000,12.8513,0.5200,1.4256,0.0000,9.2000,2.2354,
12.00,18.5,2.7133,9.2867,44.5000,12.5213,0.5020,1.2607,0.0000,9.1083,2.1227,
12.00,19.0,2.7867,9.2133,45.3000,12.2031,0.4849,1.1015,0.0000,9.0167,2.0134,
12.00,19.5,2.8600,9.1400,46.1000,11.8959,0.4687,0.9479,0.0000,8.9250,1.9075,
12.00,20.0,2.9333,9.0667,46.9000,11.5991,0.4533,0.7996,0.0000,8.8333,1.8047,
12.50,0.5,0.0733,12.4267,8.0000,93.2000,24.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.50,1.0,0.1467,12.3533,9.5000,78.0211,12.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.50,1.5,0.2200,12.2800,11.0000,66.9818,8.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.50,2.0,0.2933,12.2067,12.5000,58.5920,6.1033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.50,2.5,0.3667,12.1333,13.8000,52.7536,4.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.50,3.0,0.4400,12.0600,15.1000,47.9205,4.0200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.50,3.5,0.5133,11.9867,16.4000,43.8537,3.4248,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.50,4.0,0.5867,11.9133,17.7000,40.3842,2.9783,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.50,4.5,0.6600,11.8400,19.0000,37.3895,2.6311,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.50,5.0,0.7333,11.7667,20.3000,34.7783,2.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
12.50,5.5,0.8067,11.6933,21.4000,32.7850,2.1261,10.0000,9.1737,10.0000,9.7934,
12.50,6.0,0.8800,11.6200,22.5000,30.9867,1.9367,10.0000,7.9111,10.0000,9.4778,
12.50,6.5,0.9533,11.5467,23.6000,29.3559,1.7764,9.6780,6.8427,10.0000,9.0175,
12.50,7.0,1.0267,11.4733,24.7000,27.8704,1.6390,8.9352,5.9270,10.0000,8.3429,
12.50,7.5,1.1000,11.4000,25.8000,26.5116,1.5200,8.2558,5.1333,10.0000,7.7368,
12.50,8.0,1.1733,11.3267,26.9000,25.2639,1.4158,7.6320,4.4389,10.0000,7.1889,
12.50,8.5,1.2467,11.2533,27.8000,24.2878,1.3239,7.1439,3.8261,10.0000,6.7429,
12.50,9.0,1.3200,11.1800,28.7000,23.3728,1.2422,6.6864,3.2815,10.0000,6.3322,
12.50,9.5,1.3933,11.1067,29.6000,22.5135,1.1691,6.2568,2.7942,10.0000,5.9526,
12.50,10.0,1.4667,11.0333,30.5000,21.7049,1.1033,5.8525,2.3556,10.0000,5.6004,
12.50,10.5,1.5400,10.9600,31.4000,20.9427,1.0438,5.4713,1.9587,10.0000,5.2725,
12.50,11.0,1.6133,10.8867,32.3000,20.2229,0.9897,5.1115,1.5980,10.0000,4.9664,
12.50,11.5,1.6867,10.8133,33.2000,19.5422,0.9403,4.7711,1.2686,10.0000,4.6798,
12.50,12.0,1.7600,10.7400,34.1000,18.8974,0.8950,4.4487,0.9667,10.0000,4.4109,
12.50,12.5,1.8333,10.6667,34.9000,18.3381,0.8533,4.1691,0.6889,10.0000,4.1737,
12.50,13.0,1.9067,10.5933,35.7000,17.8039,0.8149,3.9020,0.4325,10.0000,3.9493,
12.50,13.5,1.9800,10.5200,36.5000,17.2932,0.7793,3.6466,0.1951,10.0000,3.7367,
12.50,14.0,2.0533,10.4467,37.3000,16.8043,0.7462,3.4021,0.0000,10.0000,3.5413,
12.50,14.5,2.1267,10.3733,38.1000,16.3360,0.7154,3.1680,0.0000,10.0000,3.4008,
12.50,15.0,2.2000,10.3000,38.9000,15.8869,0.6867,2.9434,0.0000,10.0000,3.2661,
12.50,15.5,2.2733,10.2267,39.7000,15.4559,0.6598,2.7280,0.0000,10.0000,3.1368,
12.50,16.0,2.3467,10.1533,40.5000,15.0420,0.6346,2.5210,0.0000,10.0000,3.0126,
12.50,16.5,2.4200,10.0800,41.3000,14.6441,0.6109,2.3220,0.0000,10.0000,2.8932,
12.50,17.0,2.4933,10.0067,42.1000,14.2613,0.5886,2.1306,0.0000,10.0000,2.7784,
12.50,17.5,2.5667,9.9333,42.9000,13.8928,0.5676,1.9464,0.0000,9.9167,2.6553,
12.50,18.0,2.6400,9.8600,43.7000,13.5378,0.5478,1.7689,0.0000,9.8250,2.5351,
12.50,18.5,2.7133,9.7867,44.5000,13.1955,0.5290,1.5978,0.0000,9.7333,2.4187,
12.50,19.0,2.7867,9.7133,45.3000,12.8653,0.5112,1.4327,0.0000,9.6417,2.3059,
12.50,19.5,2.8600,9.6400,46.1000,12.5466,0.4944,1.2733,0.0000,9.5500,2.1965,
12.50,20.0,2.9333,9.5667,46.9000,12.2388,0.4783,1.1194,0.0000,9.4583,2.0904,
13.00,0.5,0.0733,12.9267,8.0000,96.9500,25.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.00,1.0,0.1467,12.8533,9.5000,81.1789,12.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.00,1.5,0.2200,12.7800,11.0000,69.7091,8.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.00,2.0,0.2933,12.7067,12.5000,60.9920,6.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.00,2.5,0.3667,12.6333,13.8000,54.9275,5.0533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.00,3.0,0.4400,12.5600,15.1000,49.9073,4.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.00,3.5,0.5133,12.4867,16.4000,45.6829,3.5676,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.00,4.0,0.5867,12.4133,17.7000,42.0791,3.1033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.00,4.5,0.6600,12.3400,19.0000,38.9684,2.7422,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.00,5.0,0.7333,12.2667,20.3000,36.2562,2.4533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.00,5.5,0.8067,12.1933,21.4000,34.1869,2.2170,10.0000,9.7798,10.0000,9.9449,
13.00,6.0,0.8800,12.1200,22.5000,32.3200,2.0200,10.0000,8.4667,10.0000,9.6167,
13.00,6.5,0.9533,12.0467,23.6000,30.6271,1.8533,10.0000,7.3556,10.0000,9.3389,
13.00,7.0,1.0267,11.9733,24.7000,29.0850,1.7105,9.5425,6.4032,10.0000,8.8263,
13.00,7.5,1.1000,11.9000,25.8000,27.6744,1.5867,8.8372,5.5778,10.0000,8.1968,
13.00,8.0,1.1733,11.8267,26.9000,26.3792,1.4783,8.1896,4.8556,10.0000,7.6276,
13.00,8.5,1.2467,11.7533,27.8000,25.3669,1.3827,7.6835,4.2183,10.0000,7.1646,
13.00,9.0,1.3200,11.6800,28.7000,24.4181,1.2978,7.2091,3.6519,10.0000,6.7384,
13.00,9.5,1.3933,11.6067,29.6000,23.5270,1.2218,6.7635,3.1450,10.0000,6.3444,
13.00,10.0,1.4667,11.5333,30.5000,22.6885,1.1533,6.3443,2.6889,10.0000,5.9788,
13.00,10.5,1.5400,11.4600,31.4000,21.8981,1.0914,5.9490,2.2762,10.0000,5.6385,
13.00,11.0,1.6133,11.3867,32.3000,21.1517,1.0352,5.5759,1.9010,10.0000,5.3208,
13.00,11.5,1.6867,11.3133,33.2000,20.4458,0.9838,5.2229,1.5585,10.0000,5.0233,
