payout,miles,fuel_cost,net_profit,estimated_minutes,net_hourly_rate,net_dollars_per_mile,hourly_score,mileage_score,profit_score,final_score,flags
13.00,12.0,1.7600,11.2400,34.1000,19.7771,0.9367,4.8886,1.2444,10.0000,4.7442,
13.00,12.5,1.8333,11.1667,34.9000,19.1977,0.8933,4.5989,0.9556,10.0000,4.4982,
13.00,13.0,1.9067,11.0933,35.7000,18.6443,0.8533,4.3221,0.6889,10.0000,4.2655,
13.00,13.5,1.9800,11.0200,36.5000,18.1151,0.8163,4.0575,0.4420,10.0000,4.0450,
13.00,14.0,2.0533,10.9467,37.3000,17.6086,0.7819,3.8043,0.2127,10.0000,3.8357,
13.00,14.5,2.1267,10.8733,38.1000,17.1234,0.7499,3.5617,0.0000,10.0000,3.6370,
13.00,15.0,2.2000,10.8000,38.9000,16.6581,0.7200,3.3290,0.0000,10.0000,3.4974,
13.00,15.5,2.2733,10.7267,39.7000,16.2116,0.6920,3.1058,0.0000,10.0000,3.3635,
13.00,16.0,2.3467,10.6533,40.5000,15.7827,0.6658,2.8914,0.0000,10.0000,3.2348,
13.00,16.5,2.4200,10.5800,41.3000,15.3705,0.6412,2.6852,0.0000,10.0000,3.1111,
13.00,17.0,2.4933,10.5067,42.1000,14.9739,0.6180,2.4869,0.0000,10.0000,2.9922,
13.00,17.5,2.5667,10.4333,42.9000,14.5921,0.5962,2.2960,0.0000,10.0000,2.8776,
13.00,18.0,2.6400,10.3600,43.7000,14.2243,0.5756,2.1121,0.0000,10.0000,2.7673,
13.00,18.5,2.7133,10.2867,44.5000,13.8697,0.5560,1.9348,0.0000,10.0000,2.6609,
13.00,19.0,2.7867,10.2133,45.3000,13.5276,0.5375,1.7638,0.0000,10.0000,2.5583,
13.00,19.5,2.8600,10.1400,46.1000,13.1974,0.5200,1.5987,0.0000,10.0000,2.4592,
13.00,20.0,2.9333,10.0667,46.9000,12.8785,0.5033,1.4392,0.0000,10.0000,2.3635,
13.50,0.5,0.0733,13.4267,8.0000,100.7000,26.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.50,1.0,0.1467,13.3533,9.5000,84.3368,13.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.50,1.5,0.2200,13.2800,11.0000,72.4364,8.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.50,2.0,0.2933,13.2067,12.5000,63.3920,6.6033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.50,2.5,0.3667,13.1333,13.8000,57.1014,5.2533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.50,3.0,0.4400,13.0600,15.1000,51.8940,4.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.50,3.5,0.5133,12.9867,16.4000,47.5122,3.7105,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.50,4.0,0.5867,12.9133,17.7000,43.7740,3.2283,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.50,4.5,0.6600,12.8400,19.0000,40.5474,2.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.50,5.0,0.7333,12.7667,20.3000,37.7340,2.5533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.50,5.5,0.8067,12.6933,21.4000,35.5888,2.3079,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
13.50,6.0,0.8800,12.6200,22.5000,33.6533,2.1033,10.0000,9.0222,10.0000,9.7556,
13.50,6.5,0.9533,12.5467,23.6000,31.8983,1.9303,10.0000,7.8684,10.0000,9.4671,
13.50,7.0,1.0267,12.4733,24.7000,30.2996,1.7819,10.0000,6.8794,10.0000,9.2198,
13.50,7.5,1.1000,12.4000,25.8000,28.8372,1.6533,9.4186,6.0222,10.0000,8.6567,
13.50,8.0,1.1733,12.3267,26.9000,27.4944,1.5408,8.7472,5.2722,10.0000,8.0664,
13.50,8.5,1.2467,12.2533,27.8000,26.4460,1.4416,8.2230,4.6105,10.0000,7.5864,
13.50,9.0,1.3200,12.1800,28.7000,25.4634,1.3533,7.7317,4.0222,10.0000,7.1446,
13.50,9.5,1.3933,12.1067,29.6000,24.5405,1.2744,7.2703,3.4959,10.0000,6.7361,
13.50,10.0,1.4667,12.0333,30.5000,23.6721,1.2033,6.8361,3.0222,10.0000,6.3572,
13.50,10.5,1.5400,11.9600,31.4000,22.8535,1.1390,6.4268,2.5937,10.0000,6.0045,
13.50,11.0,1.6133,11.8867,32.3000,22.0805,1.0806,6.0402,2.2040,10.0000,5.6752,
13.50,11.5,1.6867,11.8133,33.2000,21.3494,1.0272,5.6747,1.8483,10.0000,5.3669,
13.50,12.0,1.7600,11.7400,34.1000,20.6569,0.9783,5.3284,1.5222,10.0000,5.0776,
13.50,12.5,1.8333,11.6667,34.9000,20.0573,0.9333,5.0287,1.2222,10.0000,4.8227,
13.50,13.0,1.9067,11.5933,35.7000,19.4846,0.8918,4.7423,0.9453,10.0000,4.5817,
13.50,13.5,1.9800,11.5200,36.5000,18.9370,0.8533,4.4685,0.6889,10.0000,4.3533,
13.50,14.0,2.0533,11.4467,37.3000,18.4129,0.8176,4.2064,0.4508,10.0000,4.1366,
13.50,14.5,2.1267,11.3733,38.1000,17.9108,0.7844,3.9554,0.2291,10.0000,3.9305,
13.50,15.0,2.2000,11.3000,38.9000,17.4293,0.7533,3.7147,0.0222,10.0000,3.7343,
13.50,15.5,2.2733,11.2267,39.7000,16.9673,0.7243,3.4836,0.0000,10.0000,3.5902,
13.50,16.0,2.3467,11.1533,40.5000,16.5235,0.6971,3.2617,0.0000,10.0000,3.4570,
13.50,16.5,2.4200,11.0800,41.3000,16.0969,0.6715,3.0484,0.0000,10.0000,3.3291,
13.50,17.0,2.4933,11.0067,42.1000,15.6865,0.6475,2.8432,0.0000,10.0000,3.2059,
13.50,17.5,2.5667,10.9333,42.9000,15.2914,0.6248,2.6457,0.0000,10.0000,3.0874,
13.50,18.0,2.6400,10.8600,43.7000,14.9108,0.6033,2.4554,0.0000,10.0000,2.9732,
13.50,18.5,2.7133,10.7867,44.5000,14.5438,0.5831,2.2719,0.0000,10.0000,2.8631,
13.50,19.0,2.7867,10.7133,45.3000,14.1898,0.5639,2.0949,0.0000,10.0000,2.7570,
13.50,19.5,2.8600,10.6400,46.1000,13.8482,0.5456,1.9241,0.0000,10.0000,2.6544,
13.50,20.0,2.9333,10.5667,46.9000,13.5181,0.5283,1.7591,0.0000,10.0000,2.5554,
14.00,0.5,0.0733,13.9267,8.0000,104.4500,27.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.00,1.0,0.1467,13.8533,9.5000,87.4947,13.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.00,1.5,0.2200,13.7800,11.0000,75.1636,9.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.00,2.0,0.2933,13.7067,12.5000,65.7920,6.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.00,2.5,0.3667,13.6333,13.8000,59.2754,5.4533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.00,3.0,0.4400,13.5600,15.1000,53.8808,4.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.00,3.5,0.5133,13.4867,16.4000,49.3415,3.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.00,4.0,0.5867,13.4133,17.7000,45.4689,3.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.00,4.5,0.6600,13.3400,19.0000,42.1263,2.9644,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.00,5.0,0.7333,13.2667,20.3000,39.2118,2.6533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.00,5.5,0.8067,13.1933,21.4000,36.9907,2.3988,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.00,6.0,0.8800,13.1200,22.5000,34.9867,2.1867,10.0000,9.5778,10.0000,9.8944,
14.00,6.5,0.9533,13.0467,23.6000,33.1695,2.0072,10.0000,8.3812,10.0000,9.5953,
14.00,7.0,1.0267,12.9733,24.7000,31.5142,1.8533,10.0000,7.3556,10.0000,9.3389,
14.00,7.5,1.1000,12.9000,25.8000,30.0000,1.7200,10.0000,6.4667,10.0000,9.1167,
14.00,8.0,1.1733,12.8267,26.9000,28.6097,1.6033,9.3048,5.6889,10.0000,8.5051,
14.00,8.5,1.2467,12.7533,27.8000,27.5252,1.5004,8.7626,5.0026,10.0000,8.0082,
14.00,9.0,1.3200,12.6800,28.7000,26.5087,1.4089,8.2544,4.3926,10.0000,7.5508,
14.00,9.5,1.3933,12.6067,29.6000,25.5541,1.3270,7.7770,3.8468,10.0000,7.1279,
14.00,10.0,1.4667,12.5333,30.5000,24.6557,1.2533,7.3279,3.3556,10.0000,6.7356,
14.00,10.5,1.5400,12.4600,31.4000,23.8089,1.1867,6.9045,2.9111,10.0000,6.3705,
14.00,11.0,1.6133,12.3867,32.3000,23.0093,1.1261,6.5046,2.5071,10.0000,6.0296,
14.00,11.5,1.6867,12.3133,33.2000,22.2530,1.0707,6.1265,2.1382,10.0000,5.7104,
14.00,12.0,1.7600,12.2400,34.1000,21.5367,1.0200,5.7683,1.8000,10.0000,5.4110,
14.00,12.5,1.8333,12.1667,34.9000,20.9169,0.9733,5.4585,1.4889,10.0000,5.1473,
14.00,13.0,1.9067,12.0933,35.7000,20.3249,0.9303,5.1625,1.2017,10.0000,4.8979,
14.00,13.5,1.9800,12.0200,36.5000,19.7589,0.8904,4.8795,0.9358,10.0000,4.6616,
14.00,14.0,2.0533,11.9467,37.3000,19.2172,0.8533,4.6086,0.6889,10.0000,4.4374,
14.00,14.5,2.1267,11.8733,38.1000,18.6982,0.8189,4.3491,0.4590,10.0000,4.2242,
14.00,15.0,2.2000,11.8000,38.9000,18.2005,0.7867,4.1003,0.2444,10.0000,4.0213,
14.00,15.5,2.2733,11.7267,39.7000,17.7229,0.7566,3.8615,0.0437,10.0000,3.8278,
14.00,16.0,2.3467,11.6533,40.5000,17.2642,0.7283,3.6321,0.0000,10.0000,3.6793,
14.00,16.5,2.4200,11.5800,41.3000,16.8232,0.7018,3.4116,0.0000,10.0000,3.5470,
14.00,17.0,2.4933,11.5067,42.1000,16.3990,0.6769,3.1995,0.0000,10.0000,3.4197,
14.00,17.5,2.5667,11.4333,42.9000,15.9907,0.6533,2.9953,0.0000,10.0000,3.2972,
14.00,18.0,2.6400,11.3600,43.7000,15.5973,0.6311,2.7986,0.0000,10.0000,3.1792,
14.00,18.5,2.7133,11.2867,44.5000,15.2180,0.6101,2.6090,0.0000,10.0000,3.0654,
14.00,19.0,2.7867,11.2133,45.3000,14.8521,0.5902,2.4260,0.0000,10.0000,2.9556,
14.00,19.5,2.8600,11.1400,46.1000,14.4989,0.5713,2.2495,0.0000,10.0000,2.8497,
14.00,20.0,2.9333,11.0667,46.9000,14.1578,0.5533,2.0789,0.0000,10.0000,2.7473,
14.50,0.5,0.0733,14.4267,8.0000,108.2000,28.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,1.0,0.1467,14.3533,9.5000,90.6526,14.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,1.5,0.2200,14.2800,11.0000,77.8909,9.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,2.0,0.2933,14.2067,12.5000,68.1920,7.1033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,2.5,0.3667,14.1333,13.8000,61.4493,5.6533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,3.0,0.4400,14.0600,15.1000,55.8675,4.6867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,3.5,0.5133,13.9867,16.4000,51.1707,3.9962,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,4.0,0.5867,13.9133,17.7000,47.1638,3.4783,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,4.5,0.6600,13.8400,19.0000,43.7053,3.0756,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,5.0,0.7333,13.7667,20.3000,40.6897,2.7533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,5.5,0.8067,13.6933,21.4000,38.3925,2.4897,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,6.0,0.8800,13.6200,22.5000,36.3200,2.2700,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
14.50,6.5,0.9533,13.5467,23.6000,34.4407,2.0841,10.0000,8.8940,10.0000,9.7235,
14.50,7.0,1.0267,13.4733,24.7000,32.7287,1.9248,10.0000,7.8317,10.0000,9.4579,
14.50,7.5,1.1000,13.4000,25.8000,31.1628,1.7867,10.0000,6.9111,10.0000,9.2278,
14.50,8.0,1.1733,13.3267,26.9000,29.7249,1.6658,9.8625,6.1056,10.0000,8.9439,
14.50,8.5,1.2467,13.2533,27.8000,28.6043,1.5592,9.3022,5.3948,10.0000,8.4300,
14.50,9.0,1.3200,13.1800,28.7000,27.5540,1.4644,8.7770,4.7630,10.0000,7.9569,
14.50,9.5,1.3933,13.1067,29.6000,26.5676,1.3796,8.2838,4.1977,10.0000,7.5197,
14.50,10.0,1.4667,13.0333,30.5000,25.6393,1.3033,7.8197,3.6889,10.0000,7.1140,
14.50,10.5,1.5400,12.9600,31.4000,24.7643,1.2343,7.3822,3.2286,10.0000,6.7364,
14.50,11.0,1.6133,12.8867,32.3000,23.9381,1.1715,6.9690,2.8101,10.0000,6.3839,
14.50,11.5,1.6867,12.8133,33.2000,23.1566,1.1142,6.5783,2.4280,10.0000,6.0540,
14.50,12.0,1.7600,12.7400,34.1000,22.4164,1.0617,6.2082,2.0778,10.0000,5.7444,
14.50,12.5,1.8333,12.6667,34.9000,21.7765,1.0133,5.8883,1.7556,10.0000,5.4718,
14.50,13.0,1.9067,12.5933,35.7000,21.1653,0.9687,5.5826,1.4581,10.0000,5.2141,
14.50,13.5,1.9800,12.5200,36.5000,20.5808,0.9274,5.2904,1.1827,10.0000,4.9699,
14.50,14.0,2.0533,12.4467,37.3000,20.0214,0.8890,5.0107,0.9270,10.0000,4.7382,
14.50,14.5,2.1267,12.3733,38.1000,19.4856,0.8533,4.7428,0.6889,10.0000,4.5179,
14.50,15.0,2.2000,12.3000,38.9000,18.9717,0.8200,4.4859,0.4667,10.0000,4.3082,
14.50,15.5,2.2733,12.2267,39.7000,18.4786,0.7888,4.2393,0.2588,10.0000,4.1083,
14.50,16.0,2.3467,12.1533,40.5000,18.0049,0.7596,4.0025,0.0639,10.0000,3.9175,
14.50,16.5,2.4200,12.0800,41.3000,17.5496,0.7321,3.7748,0.0000,10.0000,3.7649,
14.50,17.0,2.4933,12.0067,42.1000,17.1116,0.7063,3.5558,0.0000,10.0000,3.6335,
14.50,17.5,2.5667,11.9333,42.9000,16.6900,0.6819,3.3450,0.0000,10.0000,3.5070,
14.50,18.0,2.6400,11.8600,43.7000,16.2838,0.6589,3.1419,0.0000,10.0000,3.3851,
14.50,18.5,2.7133,11.7867,44.5000,15.8921,0.6371,2.9461,0.0000,10.0000,3.2676,
14.50,19.0,2.7867,11.7133,45.3000,15.5143,0.6165,2.7572,0.0000,10.0000,3.1543,
14.50,19.5,2.8600,11.6400,46.1000,15.1497,0.5969,2.5748,0.0000,10.0000,3.0449,
14.50,20.0,2.9333,11.5667,46.9000,14.7974,0.5783,2.3987,0.0000,10.0000,2.9392,
15.00,0.5,0.0733,14.9267,8.0000,111.9500,29.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,1.0,0.1467,14.8533,9.5000,93.8105,14.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,1.5,0.2200,14.7800,11.0000,80.6182,9.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,2.0,0.2933,14.7067,12.5000,70.5920,7.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,2.5,0.3667,14.6333,13.8000,63.6232,5.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,3.0,0.4400,14.5600,15.1000,57.8543,4.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,3.5,0.5133,14.4867,16.4000,53.0000,4.1390,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,4.0,0.5867,14.4133,17.7000,48.8588,3.6033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,4.5,0.6600,14.3400,19.0000,45.2842,3.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,5.0,0.7333,14.2667,20.3000,42.1675,2.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,5.5,0.8067,14.1933,21.4000,39.7944,2.5806,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,6.0,0.8800,14.1200,22.5000,37.6533,2.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.00,6.5,0.9533,14.0467,23.6000,35.7119,2.1610,10.0000,9.4068,10.0000,9.8517,
15.00,7.0,1.0267,13.9733,24.7000,33.9433,1.9962,10.0000,8.3079,10.0000,9.5770,
15.00,7.5,1.1000,13.9000,25.8000,32.3256,1.8533,10.0000,7.3556,10.0000,9.3389,
15.00,8.0,1.1733,13.8267,26.9000,30.8401,1.7283,10.0000,6.5222,10.0000,9.1306,
15.00,8.5,1.2467,13.7533,27.8000,29.6835,1.6180,9.8417,5.7869,10.0000,8.8518,
15.00,9.0,1.3200,13.6800,28.7000,28.5993,1.5200,9.2997,5.1333,10.0000,8.3631,
15.00,9.5,1.3933,13.6067,29.6000,27.5811,1.4323,8.7905,4.5485,10.0000,7.9115,
15.00,10.0,1.4667,13.5333,30.5000,26.6230,1.3533,8.3115,4.0222,10.0000,7.4924,
15.00,10.5,1.5400,13.4600,31.4000,25.7197,1.2819,7.8599,3.5460,10.0000,7.1024,
15.00,11.0,1.6133,13.3867,32.3000,24.8669,1.2170,7.4334,3.1131,10.0000,6.7383,
15.00,11.5,1.6867,13.3133,33.2000,24.0602,1.1577,7.0301,2.7179,10.0000,6.3975,
15.00,12.0,1.7600,13.2400,34.1000,23.2962,1.1033,6.6481,2.3556,10.0000,6.0777,
15.00,12.5,1.8333,13.1667,34.9000,22.6361,1.0533,6.3181,2.0222,10.0000,5.7964,
15.00,13.0,1.9067,13.0933,35.7000,22.0056,1.0072,6.0028,1.7145,10.0000,5.5303,
15.00,13.5,1.9800,13.0200,36.5000,21.4027,0.9644,5.7014,1.4296,10.0000,5.2782,
15.00,14.0,2.0533,12.9467,37.3000,20.8257,0.9248,5.4129,1.1651,10.0000,5.0390,
15.00,14.5,2.1267,12.8733,38.1000,20.2730,0.8878,5.1365,0.9188,10.0000,4.8116,
15.00,15.0,2.2000,12.8000,38.9000,19.7429,0.8533,4.8715,0.6889,10.0000,4.5951,
15.00,15.5,2.2733,12.7267,39.7000,19.2343,0.8211,4.6171,0.4738,10.0000,4.3887,
15.00,16.0,2.3467,12.6533,40.5000,18.7457,0.7908,4.3728,0.2722,10.0000,4.1918,
15.00,16.5,2.4200,12.5800,41.3000,18.2760,0.7624,4.1380,0.0828,10.0000,4.0035,
15.00,17.0,2.4933,12.5067,42.1000,17.8242,0.7357,3.9121,0.0000,10.0000,3.8473,
15.00,17.5,2.5667,12.4333,42.9000,17.3893,0.7105,3.6946,0.0000,10.0000,3.7168,
15.00,18.0,2.6400,12.3600,43.7000,16.9703,0.6867,3.4851,0.0000,10.0000,3.5911,
15.00,18.5,2.7133,12.2867,44.5000,16.5663,0.6641,3.2831,0.0000,10.0000,3.4699,
15.00,19.0,2.7867,12.2133,45.3000,16.1766,0.6428,3.0883,0.0000,10.0000,3.3530,
15.00,19.5,2.8600,12.1400,46.1000,15.8004,0.6226,2.9002,0.0000,10.0000,3.2401,
15.00,20.0,2.9333,12.0667,46.9000,15.4371,0.6033,2.7186,0.0000,10.0000,3.1311,
15.50,0.5,0.0733,15.4267,8.0000,115.7000,30.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,1.0,0.1467,15.3533,9.5000,96.9684,15.3533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,1.5,0.2200,15.2800,11.0000,83.3455,10.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,2.0,0.2933,15.2067,12.5000,72.9920,7.6033,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,2.5,0.3667,15.1333,13.8000,65.7971,6.0533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,3.0,0.4400,15.0600,15.1000,59.8411,5.0200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,3.5,0.5133,14.9867,16.4000,54.8293,4.2819,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,4.0,0.5867,14.9133,17.7000,50.5537,3.7283,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,4.5,0.6600,14.8400,19.0000,46.8632,3.2978,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,5.0,0.7333,14.7667,20.3000,43.6453,2.9533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,5.5,0.8067,14.6933,21.4000,41.1963,2.6715,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,6.0,0.8800,14.6200,22.5000,38.9867,2.4367,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
15.50,6.5,0.9533,14.5467,23.6000,36.9831,2.2379,10.0000,9.9197,10.0000,9.9799,SCORE_SATURATED_AT_10
15.50,7.0,1.0267,14.4733,24.7000,35.1579,2.0676,10.0000,8.7841,10.0000,9.6960,
15.50,7.5,1.1000,14.4000,25.8000,33.4884,1.9200,10.0000,7.8000,10.0000,9.4500,
15.50,8.0,1.1733,14.3267,26.9000,31.9554,1.7908,10.0000,6.9389,10.0000,9.2347,
15.50,8.5,1.2467,14.2533,27.8000,30.7626,1.6769,10.0000,6.1791,10.0000,9.0448,
15.50,9.0,1.3200,14.1800,28.7000,29.6446,1.5756,9.8223,5.5037,10.0000,8.7693,
15.50,9.5,1.3933,14.1067,29.6000,28.5946,1.4849,9.2973,4.8994,10.0000,8.3032,
15.50,10.0,1.4667,14.0333,30.5000,27.6066,1.4033,8.8033,4.3556,10.0000,7.8709,
15.50,10.5,1.5400,13.9600,31.4000,26.6752,1.3295,8.3376,3.8635,10.0000,7.4684,
15.50,11.0,1.6133,13.8867,32.3000,25.7957,1.2624,7.8978,3.4162,10.0000,7.0927,
15.50,11.5,1.6867,13.8133,33.2000,24.9639,1.2012,7.4819,3.0077,10.0000,6.7411,
15.50,12.0,1.7600,13.7400,34.1000,24.1760,1.1450,7.0880,2.6333,10.0000,6.4111,
15.50,12.5,1.8333,13.6667,34.9000,23.4957,1.0933,6.7479,2.2889,10.0000,6.1209,
15.50,13.0,1.9067,13.5933,35.7000,22.8459,1.0456,6.4230,1.9709,10.0000,5.8465,
15.50,13.5,1.9800,13.5200,36.5000,22.2247,1.0015,6.1123,1.6765,10.0000,5.5865,
15.50,14.0,2.0533,13.4467,37.3000,21.6300,0.9605,5.8150,1.4032,10.0000,5.3398,
15.50,14.5,2.1267,13.3733,38.1000,21.0604,0.9223,5.5302,1.1487,10.0000,5.1053,
15.50,15.0,2.2000,13.3000,38.9000,20.5141,0.8867,5.2571,0.9111,10.0000,4.8820,
15.50,15.5,2.2733,13.2267,39.7000,19.9899,0.8533,4.9950,0.6889,10.0000,4.6692,
15.50,16.0,2.3467,13.1533,40.5000,19.4864,0.8221,4.7432,0.4806,10.0000,4.4661,
15.50,16.5,2.4200,13.0800,41.3000,19.0024,0.7927,4.5012,0.2848,10.0000,4.2719,
15.50,17.0,2.4933,13.0067,42.1000,18.5368,0.7651,4.2684,0.1007,10.0000,4.0862,
15.50,17.5,2.5667,12.9333,42.9000,18.0886,0.7390,4.0443,0.0000,10.0000,3.9266,
15.50,18.0,2.6400,12.8600,43.7000,17.6568,0.7144,3.8284,0.0000,10.0000,3.7970,
15.50,18.5,2.7133,12.7867,44.5000,17.2404,0.6912,3.6202,0.0000,10.0000,3.6721,
15.50,19.0,2.7867,12.7133,45.3000,16.8389,0.6691,3.4194,0.0000,10.0000,3.5517,
15.50,19.5,2.8600,12.6400,46.1000,16.4512,0.6482,3.2256,0.0000,10.0000,3.4354,
15.50,20.0,2.9333,12.5667,46.9000,16.0768,0.6283,3.0384,0.0000,10.0000,3.3230,
16.00,0.5,0.0733,15.9267,8.0000,119.4500,31.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,1.0,0.1467,15.8533,9.5000,100.1263,15.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,1.5,0.2200,15.7800,11.0000,86.0727,10.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,2.0,0.2933,15.7067,12.5000,75.3920,7.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,2.5,0.3667,15.6333,13.8000,67.9710,6.2533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,3.0,0.4400,15.5600,15.1000,61.8278,5.1867,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,3.5,0.5133,15.4867,16.4000,56.6585,4.4248,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,4.0,0.5867,15.4133,17.7000,52.2486,3.8533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,4.5,0.6600,15.3400,19.0000,48.4421,3.4089,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,5.0,0.7333,15.2667,20.3000,45.1232,3.0533,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,5.5,0.8067,15.1933,21.4000,42.5981,2.7624,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,6.0,0.8800,15.1200,22.5000,40.3200,2.5200,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,6.5,0.9533,15.0467,23.6000,38.2542,2.3149,10.0000,10.0000,10.0000,10.0000,SCORE_SATURATED_AT_10
16.00,7.0,1.0267,14.9733,24.7000,36.3725,2.1390,10.0000,9.2603,10.0000,9.8151,
16.00,7.5,1.1000,14.9000,25.8000,34.6512,1.9867,10.0000,8.2444,10.0000,9.5611,
16.00,8.0,1.1733,14.8267,26.9000,33.0706,1.8533,10.0000,7.3556,10.0000,9.3389,
16.00,8.5,1.2467,14.7533,27.8000,31.8417,1.7357,10.0000,6.5712,10.0000,9.1428,
16.00,9.0,1.3200,14.6800,28.7000,30.6899,1.6311,10.0000,5.8741,10.0000,8.9685,
16.00,9.5,1.3933,14.6067,29.6000,29.6081,1.5375,9.8041,5.2503,10.0000,8.6950,
16.00,10.0,1.4667,14.5333,30.5000,28.5902,1.4533,9.2951,4.6889,10.0000,8.2493,
